./train/pos/53.png  1  412 63 66 96 
./train/pos/49.png  1  563 164 41 47 
./train/pos/93.png  1  622 196 43 43 
./train/pos/78.png  1  910 288 70 38 
./train/pos/10.png  1  845 307 72 49 
./train/pos/106.png  1  420 107 57 50 
./train/pos/71.png  1  686 175 46 41 
./train/pos/55.png  1  652 227 42 32 
./train/pos/54.png  1  427 69 65 89 
./train/pos/23.png  1  379 46 82 80 
./train/pos/79.png  1  628 1 651 347 
./train/pos/6.png  1  711 254 51 34 
./train/pos/66.png  1  791 280 56 42 
./train/pos/52.png  1  393 55 75 102 
./train/pos/28.png  1  226 20 67 60 
./train/pos/56.png  1  668 235 39 30 
./train/pos/96.png  1  585 180 43 45 
./train/pos/33.png  1  281 46 62 55 
./train/pos/32.png  1  270 40 67 57 
./train/pos/41.png  1  444 110 53 44 
./train/pos/48.png  1  554 159 42 48 
./train/pos/60.png  1  562 173 39 42 
./train/pos/30.png  1  251 32 71 57 
./train/pos/40.png  1  205 1 76 65 
./train/pos/24.png  1  154 1 75 52 
./train/pos/43.png  1  488 127 49 49 
./train/pos/15.png  1  547 110 60 69 
./train/pos/39.png  1  190 1 72 58 
./train/pos/67.png  1  800 282 59 41 
./train/pos/77.png  1  1011 368 79 49 
./train/pos/101.png  1  522 152 48 48 
./train/pos/46.png  1  532 146 45 53 
./train/pos/47.png  1  541 152 44 49 
./train/pos/110.png  1  302 63 56 50 
./train/pos/91.png  1  775 264 58 40 
./train/pos/19.png  1  453 86 72 62 
./train/pos/88.png  1  780 216 164 124 
./train/pos/103.png  1  461 123 54 40 
./train/pos/57.png  1  679 244 42 28 
./train/pos/97.png  1  574 173 44 47 
./train/pos/85.png  1  897 309 76 40 
./train/pos/38.png  1  394 92 61 55 
./train/pos/100.png  1  533 157 49 48 
./train/pos/31.png  1  258 35 69 59 
./train/pos/84.png  1  909 311 76 41 
./train/pos/27.png  1  216 15 69 61 
./train/pos/87.png  1  864 301 72 40 
./train/pos/2.png  1  639 219 40 35 
./train/pos/7.png  1  705 185 74 49 
./train/pos/65.png  1  780 279 56 42 
./train/pos/108.png  1  383 93 63 54 
./train/pos/83.png  1  915 313 82 42 
./train/pos/26.png  1  191 6 68 60 
./train/pos/92.png  1  638 204 45 43 
./train/pos/25.png  1  179 1 73 61 
./train/pos/1.png  1  653 244 8 4 
./train/pos/5.png  1  688 242 50 37 
./train/pos/12.png  1  915 329 89 52 
./train/pos/51.png  1  595 187 39 43 
./train/pos/99.png  1  546 162 47 48 
./train/pos/98.png  1  563 169 42 47 
./train/pos/44.png  1  498 130 49 49 
./train/pos/81.png  1  960 334 168 79 
./train/pos/20.png  1  464 107 10 7 
./train/pos/21.png  1  440 74 74 71 
./train/pos/34.png  1  292 52 38 41 
./train/pos/90.png  1  1193 401 86 45 
./train/pos/14.png  1  560 119 60 66 
./train/pos/18.png  1  1130 379 14 13 
./train/pos/76.png  1  1000 364 81 46 
./train/pos/95.png  1  594 186 47 43 
./train/pos/94.png  1  612 192 41 43 
./train/pos/35.png  1  305 58 48 53 
./train/pos/36.png  1  337 84 21 27 
./train/pos/64.png  1  772 277 55 41 
./train/pos/86.png  1  883 305 73 40 
./train/pos/0.png  1  795 227 69 46 
./train/pos/13.png  1  944 337 83 51 
./train/pos/8.png  1  690 228 30 40 
./train/pos/61.png  1  744 268 48 36 
./train/pos/80.png  1  1054 344 94 46 
./train/pos/111.png  1  198 15 80 62 
./train/pos/68.png  1  806 286 63 40 
./train/pos/75.png  1  834 298 61 40 
./train/pos/63.png  1  767 275 51 38 
./train/pos/22.png  1  411 60 76 76 
./train/pos/9.png  1  795 290 63 47 
./train/pos/107.png  1  400 99 62 53 
./train/pos/50.png  1  576 173 40 46 
./train/pos/73.png  1  889 69 390 278 
./train/pos/72.png  1  863 303 66 43 
./train/pos/45.png  1  515 137 46 53 
./train/pos/37.png  1  384 89 62 55 
./train/pos/4.png  1  748 205 68 45 
./train/pos/74.png  1  952 342 79 45 
./train/pos/70.png  1  695 219 45 38 
./train/pos/104.png  1  443 114 55 43 
./train/pos/105.png  1  430 110 57 47 
./train/pos/59.png  1  525 122 61 43 
./train/pos/58.png  1  695 249 44 30 
./train/pos/3.png  1  757 211 69 45 
./train/pos/11.png  1  858 310 75 51 
./train/pos/102.png  1  470 158 20 12 
./train/pos/89.png  1  810 283 66 41 
./train/pos/29.png  1  238 26 64 59 
./train/pos/62.png  1  758 271 49 38 
./train/pos/82.png  1  928 313 80 43 
./train/pos/109.png  1  316 78 13 19 
./train/pos/42.png  1  463 116 55 46 
./train/pos/69.png  1  666 168 47 42 
./train/pos/17.png  1  528 120 60 55 
./train/pos/16.png  1  532 116 65 61 
